id,Year,Month,Customer,Product,Units_Sold,Price_per_Unit,Revenue,Customer_Name,Month_Num
6,2019,Jan,Customer 192,Product D,21,63.66074341463307,1336.8756117072944,Matthew Harriy,1.0
7,2019,Jan,Customer 314,Product E,89,32.66676831881398,2907.342380374444,Joseph Robinson,1.0
9,2019,Jan,Customer 271,Product C,55,98.40693415164488,5412.3813783404685,David Williams,1.0
11,2019,Jan,Customer 329,Product B,4,94.50916679006102,378.03666716024406,Rachel Jackjon,1.0
17,2019,Jan,Customer 260,Product E,63,85.01705358652485,5356.074375951066,Abhley Johnson,1.0
19,2019,Jan,Customer 270,Product D,62,35.90638142251011,2226.1956481956267,Emily Jackson,1.0
20,2019,Jan,Customer 208,Product E,82,56.27075257696258,4614.201711310931,Megan Williams,1.0
22,2019,Jan,Customer 380,Product E,41,33.14598304188783,1358.985304717401,John Moore,1.0
23,2019,Jan,Customer 301,Product A,89,98.75425897704916,8789.129048957375,Sarah Wnlliams,1.0
24,2019,Jan,Customer 344,Product A,8,5.524601126742228,44.19680901393782,Jane Smith,1.0
27,2019,Jan,Customer 41,Product D,7,85.75366489003093,600.2756542302166,mames Brown,1.0
28,2019,Jan,Customer 268,Product B,33,11.038043277172246,364.2554281466841,Daniel Jackson,1.0
31,2019,Jan,Customer 101,Product C,1,73.56430451066295,73.56430451066295,Daniel Miller,1.0
33,2019,Jan,Customer 346,Product B,77,24.16332422186264,1860.5759650834232,Jessica Martinez,1.0
35,2019,Jan,Customer 388,Product E,23,62.41965103139264,1435.6519737220308,Megan Jackson,1.0
38,2019,Jan,Customer 170,Product E,62,65.17335686849023,4040.7481258463945,Matthew Martin,1.0
39,2019,Jan,Customer 134,Product D,28,25.75184153559919,721.0515629967773,Sophia White,1.0
42,2019,Jan,Customer 446,Product A,77,86.76940540935263,6681.244216520153,Matthlw Miller,1.0
45,2019,Jan,Customer 315,Product A,52,39.54481222603293,2056.3302357537123,JoshuavJones,1.0
47,2019,Jan,Customer 295,Product B,3,33.58343943259312,100.75031829777936,Joswph Jones,1.0
