id,Year,Month,Customer,Product,Units_Sold,Price_per_Unit,Revenue,Customer_Name,Month_Num
1,2019,Jan,Customer 103,Product D,93,22.42630503728556,2085.646368467557,Jcshua Moore,1.0
2,2019,Jan,Customer 72,Product E,21,19.82177084203147,416.25718768266086,Jyseph Wilson,1.0
10,2019,Jan,Customer 131,Product E,51,69.62921616583907,3551.0900244577924,Matthew White,1.0
11,2019,Jan,Customer 329,Product B,4,94.50916679006102,378.03666716024406,Rachel Jackson,1.0
16,2019,Jan,Customer 388,Product B,6,24.754457972477937,148.52674783486762,David White,1.0
17,2019,Jan,Customer 260,Product E,63,85.01705358652485,5356.074375951066,Ashxey Johnson,1.0
18,2019,Jan,Customer 44,Product B,74,90.00859829062664,6660.636273506371,Joseph Rebinson,1.0
21,2019,Jan,Customer 280,Product B,89,31.688778420301173,2820.3012794068045,Joshua Brown,1.0
22,2019,Jan,Customer 380,Product E,41,33.14598304188783,1358.985304717401,qohn Moore,1.0
26,2019,Jan,Customer 419,Product A,5,92.99858345876817,464.9929172938408,Laura Thompson,1.0
28,2019,Jan,Customer 268,Product B,33,11.038043277172246,364.2554281466841,Daniel Jackson,1.0
30,2019,Jan,Customer 214,Product C,35,49.86041789038519,1745.1146261634815,Emily Anderson,1.0
34,2019,Jan,Customer 352,Product A,52,58.511179337756445,3042.581325563335,JohnvMartin,1.0
36,2019,Jan,Customer 143,Product C,29,26.73582572170413,775.3389459294199,JohnyTaylor,1.0
37,2019,Jan,Customer 160,Product C,86,88.64444470644948,7623.422244754655,David Brown,1.0
38,2019,Jan,Customer 170,Product E,62,65.17335686849023,4040.7481258463945,Matthew Martin,1.0
40,2019,Jan,Customer 340,Product C,92,38.84829461731262,3574.043104792761,James Martinez,1.0
41,2019,Jan,Customer 190,Product A,1,26.65384044148446,26.65384044148446,Jane Wilson,1.0
44,2019,Jan,Customer 225,Product C,44,28.191924613538543,1240.444682995696,Rachel Gfrcia,1.0
47,2019,Jan,Customer 295,Product B,3,33.58343943259312,100.75031829777936,Joseph Jones,1.0
48,2019,Jan,Customer 113,Product A,59,62.9086117280902,3711.608091957322,Sophia Moore,1.0
49,2019,Jan,Customer 130,Product D,54,8.139819625552096,439.5502597798132,Chris Thompson,1.0
52,2019,Jan,Customer 198,Product D,55,77.35386345622817,4254.462490092549,Emily Jackson,1.0
55,2019,Jan,Customer 240,Product A,73,35.474106172314904,2589.609750578988,zachel Williams,1.0
58,2019,Jan,Customer 147,Product D,96,14.136772353684972,1357.1301459537572,David Martin,1.0
61,2019,Jan,Customer 473,Product B,23,56.43755751361876,1298.0638228132314,Rachel Bnown,1.0
63,2019,Jan,Customer 346,Product A,60,29.778771608888857,1786.7262965333314,Rachel Anderson,1.0
65,2019,Jan,Customer 9,Product A,99,71.53399384741327,7081.865390893914,Daniel Wilson,1.0
68,2019,Jan,Customer 113,Product D,38,68.55388419785172,2605.047599518365,Ashley Miller,1.0
69,2019,Jan,Customer 254,Product C,89,68.0326680652653,6054.907457808612,Daniel Thompson,1.0
74,2019,Jan,Customer 176,Product D,59,39.93300129064618,2356.0470761481247,Rachel Garcia,1.0
77,2019,Jan,Customer 97,Product D,64,87.0959186818308,5574.138795637171,Joseph Miller,1.0
79,2019,Jan,Customer 49,Product A,44,94.34356551352684,4151.116882595182,Joshua Robinson,1.0
86,2019,Feb,Customer 323,Product B,32,68.7586340982848,2200.2762911451136,Sophia Moore,2.0
90,2019,Feb,Customer 355,Product B,25,63.09380253223965,1577.3450633059913,Hannah laylor,2.0
92,2019,Feb,Customer 173,Product D,65,11.739387114993129,763.0601624745534,Matthew Davis,2.0
94,2019,Feb,Customer 354,Product B,32,59.93661339463653,1917.971628628369,John Andersoy,2.0
95,2019,Feb,Customer 342,Product C,25,19.7289535891357,493.2238397283925,Sarah Johnson,2.0
97,2019,Feb,Customer 342,Product A,52,8.689299770795204,451.8435880813506,John Jones,2.0
101,2019,Feb,Customer 372,Product C,55,18.14354377969113,997.894907883012,David Garcia,2.0
102,2019,Feb,Customer 144,Product E,30,8.901414092948201,267.04242278844606,Jane Robinson,2.0
104,2019,Feb,Customer 346,Product E,90,96.45159939440288,8680.643945496258,Joseph Robinson,2.0
108,2019,Feb,Customer 487,Product E,22,74.35373507337276,1635.7821716142007,Ashley Jones,2.0
109,2019,Feb,Customer 451,Product D,26,38.81740447186985,1009.252516268616,Ashley Taylor,2.0
110,2019,Feb,Customer 485,Product A,29,16.02690084815704,464.7801245965542,Rachel Anderson,2.0
113,2019,Feb,Customer 474,Product E,39,37.89891050349308,1478.05750963623,Michael Garcia,2.0
115,2019,Feb,Customer 246,Product E,34,29.784894217462824,1012.686403393736,Rachel Jones,2.0
116,2019,Feb,Customer 394,Product B,19,52.79794456510833,1003.1609467370585,Joshua Harris,2.0
120,2019,Feb,Customer 163,Product D,33,48.53402459669408,1601.6228116909049,Joseph Brown,2.0
124,2019,Feb,Customer 253,Product C,35,36.97265041442902,1294.0427645050156,Jessica Harris,2.0
126,2019,Feb,Customer 418,Product C,7,16.225658624057345,113.57961036840142,Hannah White,2.0
127,2019,Feb,Customer 114,Product E,75,88.35984128507003,6626.9880963802525,Megan Thomas,2.0
128,2019,Feb,Customer 420,Product A,21,96.92015239442352,2035.3232002828936,Andrew Martinez,2.0
129,2019,Feb,Customer 164,Product B,73,59.00942695624604,4307.688167805961,Sarah Moore,2.0
130,2019,Feb,Customer 227,Product A,99,44.19867930658552,4375.669251351967,Chris Brown,2.0
132,2019,Feb,Customer 190,Product E,12,45.75443260062674,549.053191207521,Chris Smith,2.0
135,2019,Feb,Customer 217,Product E,59,14.49856428037702,855.4152925422443,Andrew Thompson,2.0
138,2019,Feb,Customer 223,Product D,83,51.83743748832147,4302.507311530682,Chris Jackson,2.0
143,2019,Feb,Customer 122,Product E,35,89.33189736203848,3126.6164076713467,James Brown,2.0
145,2019,Feb,Customer 9,Product B,58,63.7307160150448,3696.381528872598,John Smith,2.0
146,2019,Feb,Customer 253,Product E,40,11.912485604598384,476.4994241839354,Michael Wilson,2.0
147,2019,Feb,Customer 434,Product C,66,12.728134160980478,840.0568546247115,James Smith,2.0
148,2019,Feb,Customer 165,Product C,8,40.55572559683143,324.44580477465144,Ashley Smith,2.0
150,2019,Feb,Customer 217,Product E,4,38.27073343652979,153.08293374611915,Michael Taylor,2.0
152,2019,Feb,Customer 167,Product C,74,91.10366658399992,6741.671327215994,Jane Jackson,2.0
153,2019,Feb,Customer 39,Product C,45,6.078596252904811,273.5368313807165,Rachel Jackson,2.0
155,2019,Feb,Customer 317,Product A,39,75.87426353021522,2959.0962776783936,James White,2.0
158,2019,Feb,Customer 117,Product B,44,97.90056353165572,4307.624795392852,Joseph Smith,2.0
160,2019,Feb,Customer 374,Product E,75,92.31599295147264,6923.699471360449,Emily Martinez,2.0
162,2019,Feb,Customer 402,Product A,49,71.09612545353863,3483.710147223393,Emily Smith,2.0
163,2019,Feb,Customer 415,Product A,54,60.50985963269452,3267.532420165504,Joseph Anderson,2.0
168,2019,Mar,Customer 220,Product E,41,29.695236971154955,1217.5047158173531,Megan Davis,3.0
169,2019,Mar,Customer 411,Product A,73,34.405123547201136,2511.574018945683,Sophia Wilson,3.0
171,2019,Mar,Customer 397,Product C,6,95.23099176273278,571.3859505763967,Laura Jones,3.0
173,2019,Mar,Customer 10,Product B,5,7.50486257723894,37.5243128861947,Chris Moore,3.0
176,2019,Mar,Customer 217,Product C,27,59.062739570746025,1594.6939684101426,Laura Miller,3.0
177,2019,Mar,Customer 417,Product B,99,17.715951286060154,1753.8791773199553,John Davis,3.0
178,2019,Mar,Customer 405,Product D,81,55.762896127799,4516.794586351719,Sarah Thompson,3.0
182,2019,Mar,Customer 1,Product C,45,62.5865902728336,2816.396562277512,Javes Williams,3.0
183,2019,Mar,Customer 446,Product A,32,9.455164440165891,302.5652620853085,Joseph Taylor,3.0
188,2019,Mar,Customer 303,Product E,85,65.73932891255302,5587.842957567007,Jessica Jones,3.0
189,2019,Mar,Customer 75,Product C,38,63.64005264924274,2418.322000671224,Jonhua Martinez,3.0
192,2019,Mar,Customer 308,Product A,38,47.83649250452992,1817.786715172137,Megan Jones,3.0
196,2019,Mar,Customer 340,Product E,34,63.97654002009867,2175.2023606833545,John Davis,3.0
200,2019,Mar,Customer 360,Product D,56,44.10781536396517,2470.0376603820496,Laura Moore,3.0
209,2019,Mar,Customer 337,Product B,36,81.58912158034083,2937.20837689227,Chris Moore,3.0
218,2019,Mar,Customer 300,Product A,17,37.578052106434725,638.8268858093903,Andrew Thomas,3.0
221,2019,Mar,Customer 264,Product A,83,40.983399465372486,3401.622155625916,Matthew Williams,3.0
227,2019,Mar,Customer 40,Product E,36,99.73927580299748,3590.6139289079088,Michael Thomas,3.0
229,2019,Mar,Customer 4,Product A,94,21.234320802056253,1996.026155393288,Chris Taylor,3.0
232,2019,Mar,Customer 133,Product B,68,45.41646166855959,3088.319393462052,Jessica Anderson,3.0
236,2019,Mar,Customer 178,Product B,5,11.020622194912937,55.10311097456467,Michael Miller,3.0
237,2019,Mar,Customer 172,Product B,13,70.03429704858416,910.4458616315942,David Smith,3.0
245,2019,Mar,Customer 267,Product A,14,80.95602743735398,1133.3843841229557,Jaies Johnson,3.0
246,2019,Mar,Customer 291,Product E,37,82.3845984219813,3048.230141613308,iane Thomas,3.0
251,2019,Apr,Customer 495,Product B,78,11.328815677127611,883.6476228159537,Jessica Garcia,4.0
254,2019,Apr,Customer 42,Product D,15,88.46976596047664,1327.0464894071497,Laura Thompson,4.0
255,2019,Apr,Customer 289,Product D,94,89.91979538984097,8452.460766645052,Joshua Thfmas,4.0
